,year,SeaLevel,average,moon_phase_sin,moon_phase_cos,actual_year,month,month_sin,month_cos,Temperature,moon_phase
866,2011.8952,34.52,391.4044337,0.731338384,0.682014786,2011,11,-0.5,0.866025404,0.59,3.8552
867,2011.9087,36.27,391.5410602,0.733294407,0.679911253,2011,11,-0.5,0.866025404,0.59,3.8687
868,2011.922,34.32,391.6756627,0.735215536,0.677833398,2011,12,-2.45E-16,1,0.6,3.882
869,2011.9358,35.67,391.8153253,0.737202664,0.67567169,2011,12,-2.45E-16,1,0.6,3.8958
870,2011.9495,33.92,391.9539759,0.739169105,0.673519885,2011,12,-2.45E-16,1,0.6,3.9095
871,2011.9631,35.47,392.0746071,0.74111498,0.671378125,2011,12,-2.45E-16,1,0.6,3.9231
872,2011.9765,35.32,392.1655357,0.74302617,0.669262363,2011,12,-2.45E-16,1,0.6,3.9365
873,2011.9902,33.87,392.2585,0.744973903,0.66709361,2011,12,-2.45E-16,1,0.6,3.9502
874,2012.0037,31.42,392.3501071,0.74688701,0.664950972,2012,1,0.5,0.866025404,0.47,3.9637
875,2012.0173,34.77,392.4423929,0.748808057,0.662786915,2012,1,0.5,0.866025404,0.47,3.9773
876,2012.0309,30.92,392.5346786,0.750722834,0.660617308,2012,1,0.5,0.866025404,0.47,3.9909
877,2012.0445,33.47,392.6277711,0.752631324,0.658442169,2012,1,0.5,0.866025404,0.47,4.0045
878,2012.058,31.12,392.7237349,0.754519549,0.656277571,2012,1,0.5,0.866025404,0.47,4.018
879,2012.0716,33.97,392.8204096,0.756415466,0.654091464,2012,1,0.5,0.866025404,0.47,4.0316
880,2012.0848,30.42,392.914241,0.758249563,0.651964416,2012,2,0.866025404,0.5,0.49,4.0448
881,2012.0987,31.57,393.0130482,0.760174457,0.649719012,2012,2,0.866025404,0.5,0.49,4.0587
882,2012.1119,29.72,393.1068795,0.76199626,0.647581424,2012,2,0.866025404,0.5,0.49,4.0719
883,2012.1259,32.27,393.2056386,0.763921905,0.645308703,2012,2,0.866025404,0.5,0.49,4.0859
884,2012.127,28.32,393.2125301,0.764072919,0.645129889,2012,2,0.866025404,0.5,0.49,4.087
885,2012.1531,29.87,393.3760482,0.767643766,0.640876781,2012,2,0.866025404,0.5,0.49,4.1131
886,2012.1672,24.92,393.4643855,0.769563002,0.638570893,2012,3,1,6.12E-17,0.57,4.1272
887,2012.1802,28.77,393.5458313,0.771326374,0.636439804,2012,3,1,6.12E-17,0.57,4.1402
888,2012.2073,29.67,393.7156145,0.774983337,0.631981667,2012,3,1,6.12E-17,0.57,4.1673
889,2012.2345,31.67,393.8051786,0.778627884,0.627485951,2012,3,1,6.12E-17,0.57,4.1945
890,2012.2616,29.17,393.8922857,0.782233096,0.622985862,2012,4,0.866025404,-0.5,0.73,4.2216
891,2012.2888,28.47,393.9797143,0.785825459,0.618448339,2012,4,0.866025404,-0.5,0.73,4.2488
892,2012.3159,28.57,393.9583253,0.78937844,0.613906898,2012,4,0.866025404,-0.5,0.73,4.2759
893,2012.343,28.87,393.9224096,0.792905175,0.609345045,2012,5,0.5,-0.866025404,0.78,4.303
894,2012.3645,31.42,393.8939157,0.795684389,0.605711443,2012,5,0.5,-0.866025404,0.78,4.3245
895,2012.3702,30.87,393.8863614,0.796418414,0.604745987,2012,5,0.5,-0.866025404,0.78,4.3302
896,2012.3944,29.12,393.6369157,0.799521744,0.600637146,2012,5,0.5,-0.866025404,0.78,4.3544
897,2012.3973,29.97,393.6005783,0.79989221,0.600143694,2012,5,0.5,-0.866025404,0.78,4.3573
898,2012.4242,31.22,393.2635181,0.803314067,0.595555631,2012,6,1.22E-16,-1,0.64,4.3842
899,2012.4245,29.47,393.259759,0.803352081,0.595504353,2012,6,1.22E-16,-1,0.64,4.3845
900,2012.4517,33.27,392.9189398,0.806785044,0.590845067,2012,6,1.22E-16,-1,0.64,4.4117
901,2012.454,33.72,392.8901205,0.807074094,0.590450173,2012,6,1.22E-16,-1,0.64,4.414
902,2012.4745,31.32,392.4785714,0.80964186,0.586924235,2012,6,1.22E-16,-1,0.64,4.4345
903,2012.4788,32.07,392.384381,0.810178512,0.586183229,2012,6,1.22E-16,-1,0.64,4.4388
904,2012.4949,32.92,392.0317143,0.81218181,0.583404411,2012,6,1.22E-16,-1,0.64,4.4549
905,2012.506,32.17,391.7885714,0.813557416,0.581484592,2012,7,-0.5,-0.866025404,0.58,4.466
906,2012.5247,34.32,391.3789524,0.815864613,0.578242971,2012,7,-0.5,-0.866025404,0.58,4.4847
907,2012.5331,36.47,391.1949524,0.816896799,0.576783859,2012,7,-0.5,-0.866025404,0.58,4.4931
908,2012.5546,38.02,390.831494,0.819526808,0.573040846,2012,7,-0.5,-0.866025404,0.58,4.5146
909,2012.5603,38.67,390.7552651,0.820221192,0.572046498,2012,7,-0.5,-0.866025404,0.58,4.5203
910,2012.5844,36.72,390.4329639,0.823143752,0.567833042,2012,8,-0.866025404,-0.5,0.66,4.5444
911,2012.5874,37.87,390.3928434,0.823506043,0.567307498,2012,8,-0.866025404,-0.5,0.66,4.5474
912,2012.6048,40.22,390.1601446,0.825600708,0.564254792,2012,8,-0.866025404,-0.5,0.66,4.5648
913,2012.6145,38.77,390.0304217,0.826763513,0.562549636,2012,8,-0.866025404,-0.5,0.66,4.5745
914,2012.6252,36.92,389.8915904,0.82804211,0.560665912,2012,8,-0.866025404,-0.5,0.66,4.5852
915,2012.6417,36.37,390.0227952,0.830005362,0.557755411,2012,8,-0.866025404,-0.5,0.66,4.6017
916,2012.6552,38.02,390.1301446,0.831604052,0.555368977,2012,8,-0.866025404,-0.5,0.66,4.6152
917,2012.6688,40.57,390.2382892,0.833207646,0.552960232,2012,9,-1,-1.84E-16,0.72,4.6288
918,2012.6849,40.02,390.3663133,0.835096999,0.55010272,2012,9,-1,-1.84E-16,0.72,4.6449
919,2012.696,40.67,390.4545783,0.83639389,0.548128872,2012,9,-1,-1.84E-16,0.72,4.656
920,2012.7147,43.22,390.6784167,0.838568189,0.544796653,2012,9,-1,-1.84E-16,0.72,4.6747
921,2012.7232,45.37,390.8413333,0.839552119,0.543279154,2012,9,-1,-1.84E-16,0.72,4.6832
922,2012.735,42.82,391.0675,0.840913494,0.541169562,2012,9,-1,-1.84E-16,0.72,4.695
923,2012.7503,46.27,391.36075,0.842670773,0.538429168,2012,10,-0.866025404,0.5,0.8,4.7103
924,2012.7555,46.22,391.4604167,0.843265985,0.537496491,2012,10,-0.866025404,0.5,0.8,4.7155
925,2012.7775,48.17,391.8820833,0.845772761,0.533543285,2012,10,-0.866025404,0.5,0.8,4.7375
926,2012.7852,46.12,392.0296667,0.846645757,0.532156896,2012,10,-0.866025404,0.5,0.8,4.7452
927,2012.8046,45.77,392.3725301,0.848835173,0.528657592,2012,10,-0.866025404,0.5,0.8,4.7646
928,2012.8151,44.62,392.5496386,0.850014136,0.526759878,2012,10,-0.866025404,0.5,0.8,4.7751
929,2012.8318,45.07,392.8313253,0.851880506,0.523736196,2012,10,-0.866025404,0.5,0.8,4.7918
930,2012.8355,45.52,392.8937349,0.852292559,0.523065383,2012,11,-0.5,0.866025404,0.79,4.7955
931,2012.8559,48.62,393.2378313,0.854554924,0.519361033,2012,11,-0.5,0.866025404,0.79,4.8159
932,2012.8589,46.57,393.2884337,0.854886267,0.518815449,2012,11,-0.5,0.866025404,0.79,4.8189
933,2012.8858,47.22,393.668,0.857841737,0.513913957,2012,11,-0.5,0.866025404,0.79,4.8458
934,2012.8861,46.07,393.671,0.857874539,0.513859198,2012,11,-0.5,0.866025404,0.79,4.8461
935,2012.9132,43.67,393.942,0.860823249,0.508904052,2012,11,-0.5,0.866025404,0.79,4.8732
936,2012.9156,43.82,393.966,0.861083011,0.508464402,2012,11,-0.5,0.866025404,0.79,4.8756
937,2012.9404,45.57,394.214,0.86375406,0.503913608,2012,12,-2.45E-16,1,0.53,4.9004
938,2012.9454,43.32,394.264,0.864289667,0.502994406,2012,12,-2.45E-16,1,0.53,4.9054
939,2012.9658,39.32,394.4531429,0.8664648,0.499238171,2012,12,-2.45E-16,1,0.53,4.9258
940,2012.9675,41.77,394.4669048,0.866645324,0.498924726,2012,12,-2.45E-16,1,0.53,4.9275
941,2012.9862,38.82,394.6182857,0.868623608,0.49547253,2012,12,-2.45E-16,1,0.53,4.9462
942,2012.9946,41.37,394.6862857,0.869507774,0.493919255,2012,12,-2.45E-16,1,0.53,4.9546
943,2013.0162,41.02,394.8611429,0.871768585,0.489917885,2013,1,0.5,0.866025404,0.71,4.9762
944,2013.0218,40.27,394.9064762,0.872351717,0.488878801,2013,1,0.5,0.866025404,0.71,4.9818
945,2013.0459,38.32,395.0996024,0.874847124,0.484399123,2013,1,0.5,0.866025404,0.71,5.0059
946,2013.0489,39.37,395.1223735,0.875156146,0.483840593,2013,1,0.5,0.866025404,0.71,5.0089
947,2013.0758,41.42,395.3265542,0.877911103,0.478823658,2013,1,0.5,0.866025404,0.71,5.0358
948,2013.0761,40.57,395.3288313,0.877941665,0.478767618,2013,1,0.5,0.866025404,0.71,5.0361
949,2013.0961,38.22,395.4806386,0.879971086,0.47502725,2013,2,0.866025404,0.5,0.62,5.0561
950,2013.1031,38.97,395.5337711,0.88067762,0.473716085,2013,2,0.866025404,0.5,0.62,5.0631
951,2013.1167,38.22,395.637,0.882044729,0.471165678,2013,2,0.866025404,0.5,0.62,5.0767
952,2013.1304,35.97,395.7383855,0.883414423,0.468592529,2013,2,0.866025404,0.5,0.62,5.0904
953,2013.1464,36.52,395.8521205,0.885004561,0.465582352,2013,2,0.866025404,0.5,0.62,5.1064
954,2013.1575,37.27,395.9310241,0.886101695,0.463490869,2013,2,0.866025404,0.5,0.62,5.1175
955,2013.1846,38.37,396.1236627,0.888759506,0.4583738,2013,3,1,6.12E-17,0.67,5.1446
956,2013.2118,36.87,396.3103571,0.891397411,0.453222524,2013,3,1,6.12E-17,0.67,5.1718
957,2013.2196,33.32,396.3521429,0.892148364,0.451742511,2013,3,1,6.12E-17,0.67,5.1796
958,2013.2265,34.62,396.3891071,0.892810621,0.450432232,2013,3,1,6.12E-17,0.67,5.1865
959,2013.2469,35.72,396.4983929,0.894757336,0.446552696,2013,3,1,6.12E-17,0.67,5.2069
960,2013.2765,32.32,396.6569643,0.897551996,0.440908624,2013,4,0.866025404,-0.5,0.53,5.2365
961,2013.2933,33.87,396.7401566,0.899122324,0.437697437,2013,4,0.866025404,-0.5,0.53,5.2533
962,2013.3066,29.62,396.741759,0.900357353,0.43515128,2013,4,0.866025404,-0.5,0.53,5.2666
963,2013.3204,36.27,396.7434217,0.901631191,0.432505718,2013,4,0.866025404,-0.5,0.53,5.2804
964,2013.3269,30.42,396.7442048,0.902228494,0.431258327,2013,4,0.866025404,-0.5,0.53,5.2869
965,2013.3473,36.82,396.7466627,0.904091895,0.427338093,2013,5,0.5,-0.866025404,0.6,5.3073
966,2013.3475,36.47,396.7466867,0.904110079,0.427299619,2013,5,0.5,-0.866025404,0.6,5.3075
967,2013.3747,34.27,396.7499639,0.906567889,0.422060023,2013,5,0.5,-0.866025404,0.6,5.3347
968,2013.3771,36.42,396.730012,0.906783298,0.421597025,2013,5,0.5,-0.866025404,0.6,5.3371
969,2013.4018,33.37,396.4949157,0.908986464,0.416825632,2013,5,0.5,-0.866025404,0.6,5.3618
970,2013.407,34.92,396.4454217,0.909447092,0.415819657,2013,5,0.5,-0.866025404,0.6,5.367
971,2013.429,33.27,396.2360241,0.911383575,0.411557991,2013,6,1.22E-16,-1,0.69,5.389
972,2013.4368,30.82,396.1617831,0.912065353,0.410044866,2013,6,1.22E-16,-1,0.69,5.3968
973,2013.4561,32.27,395.9780843,0.913741515,0.406296006,2013,6,1.22E-16,-1,0.69,5.4161
974,2013.4572,27.22,395.9676145,0.913836583,0.406082134,2013,6,1.22E-16,-1,0.69,5.4172
975,2013.4833,34.27,395.5112262,0.916077606,0.401001022,2013,6,1.22E-16,-1,0.69,5.4433
976,2013.5104,33.77,395.0305238,0.918374595,0.395712146,2013,7,-0.5,-0.866025404,0.6,5.4704
977,2013.5376,34.47,394.5480476,0.920649356,0.390390526,2013,7,-0.5,-0.866025404,0.6,5.4976
978,2013.5648,36.97,394.1321205,0.922893281,0.385055829,2013,7,-0.5,-0.866025404,0.6,5.5248
979,2013.5919,37.97,393.7305181,0.925098215,0.379727919,2013,8,-0.866025404,-0.5,0.7,5.5519
980,2013.619,35.17,393.3289157,0.927272391,0.374387383,2013,8,-0.866025404,-0.5,0.7,5.579
981,2013.6462,36.57,393.2323373,0.929423588,0.369014625,2013,8,-0.866025404,-0.5,0.7,5.6062
982,2013.6696,41.67,393.2238795,0.931249343,0.364382575,2013,9,-1,-1.84E-16,0.77,5.6296
983,2013.7071,39.17,393.2103253,0.934127072,0.356940629,2013,9,-1,-1.84E-16,0.77,5.6671
984,2013.7276,41.77,393.5133333,0.935675101,0.352862729,2013,9,-1,-1.84E-16,0.77,5.6876
985,2013.7548,43.87,393.9342857,0.937701586,0.347441701,2013,10,-0.866025404,0.5,0.69,5.7148
986,2013.7819,44.97,394.3536905,0.939689386,0.34202903,2013,10,-0.866025404,0.5,0.69,5.7419
987,2013.8091,48.17,394.8107952,0.941653105,0.336584951,2013,10,-0.866025404,0.5,0.69,5.7691
988,2013.8362,49.47,395.287494,0.943578239,0.331149675,2013,11,-0.5,0.866025404,0.83,5.7962
989,2013.8634,47.07,395.7659518,0.94547893,0.325683272,2013,11,-0.5,0.866025404,0.83,5.8234
990,2013.8905,45.47,396.1399398,0.947341139,0.320226118,2013,11,-0.5,0.866025404,0.83,5.8505
991,2013.9177,43.57,396.4381566,0.949178548,0.31473812,2013,12,-2.45E-16,1,0.7,5.8777
992,2013.9448,40.07,396.7352771,0.950977585,0.309259815,2013,12,-2.45E-16,1,0.7,5.9048
993,2013.972,40.97,396.985,0.952751466,0.303750956,2013,12,-2.45E-16,1,0.7,5.932
994,2013.9992,41.07,397.189,0.954493436,0.298231923,2013,12,-2.45E-16,1,0.7,5.9592
995,2014.0263,39.87,397.39225,0.956197208,0.292723246,2014,1,0.5,0.866025404,0.76,5.9863
996,2014.0534,38.97,397.5731807,0.957869188,0.287204836,2014,1,0.5,0.866025404,0.76,6.0134
997,2014.0806,36.17,397.7239277,0.959515314,0.281656462,2014,1,0.5,0.866025404,0.76,6.0406
998,2014.1077,37.57,397.8741205,0.961123426,0.276119104,2014,2,0.866025404,0.5,0.55,6.0677
999,2014.1349,39.47,398.0057831,0.96270534,0.270552082,2014,2,0.866025404,0.5,0.55,6.0949
1000,2014.162,38.77,398.1037349,0.96424937,0.264996514,2014,2,0.866025404,0.5,0.55,6.122
1001,2014.1891,38.67,398.2016867,0.96576134,0.259432136,2014,3,1,6.12E-17,0.78,6.1491
1002,2014.2163,37.27,398.3055714,0.967246602,0.253838552,2014,3,1,6.12E-17,0.78,6.1763
1003,2014.2435,36.57,398.4221429,0.968699467,0.248236466,2014,3,1,6.12E-17,0.78,6.2035
1004,2014.2705,36.77,398.5378571,0.97010956,0.242667348,2014,4,0.866025404,-0.5,0.8,6.2305
1005,2014.2978,36.67,398.6341928,0.971502768,0.237028209,2014,4,0.866025404,-0.5,0.8,6.2578
1006,2014.3249,34.27,398.6537831,0.97285335,0.231422471,2014,4,0.866025404,-0.5,0.8,6.2849
1007,2014.352,33.67,398.6733735,0.974171585,0.22580904,2014,5,0.5,-0.866025404,0.86,6.312
1008,2014.3791,33.67,398.6420843,0.975457431,0.2201881,2014,5,0.5,-0.866025404,0.86,6.3391
1009,2014.4063,34.67,398.3242048,0.97671541,0.214539058,2014,5,0.5,-0.866025404,0.86,6.3663
1010,2014.4334,33.87,398.007494,0.97793623,0.208903638,2014,6,1.22E-16,-1,0.67,6.3934
1011,2014.4606,36.27,397.6707857,0.97912886,0.20324044,2014,6,1.22E-16,-1,0.67,6.4206
1012,2014.4878,38.17,397.1559286,0.980288694,0.197570433,2014,6,1.22E-16,-1,0.67,6.4478
1013,2014.5149,39.67,396.6429643,0.981411612,0.191914691,2014,7,-0.5,-0.866025404,0.58,6.4749
1014,2014.5421,40.17,396.1286627,0.982505861,0.186231664,2014,7,-0.5,-0.866025404,0.58,6.5021
1015,2014.5692,38.47,395.766241,0.983563361,0.180563326,2014,7,-0.5,-0.866025404,0.58,6.5292
1016,2014.5964,41.57,395.4024819,0.98459188,0.174868035,2014,8,-0.866025404,-0.5,0.83,6.5564
1017,2014.6235,44.57,395.0400602,0.985583821,0.169187858,2014,8,-0.866025404,-0.5,0.83,6.5835
1018,2014.6507,46.37,395.0509639,0.986546472,0.163481065,2014,8,-0.866025404,-0.5,0.83,6.6107
1019,2014.6777,47.27,395.083494,0.987469365,0.157810817,2014,9,-1,-1.84E-16,0.87,6.6377
1020,2014.705,48.27,395.1163855,0.988369376,0.152072272,2014,9,-1,-1.84E-16,0.87,6.665
1021,2014.7321,46.47,395.4815,0.989229812,0.146370693,2014,9,-1,-1.84E-16,0.87,6.6921
1022,2014.7593,49.37,395.8895,0.99006035,0.140643181,2014,10,-0.866025404,0.5,0.81,6.7193
1023,2014.7864,53.07,396.296,0.990854855,0.134932041,2014,10,-0.866025404,0.5,0.81,6.7464
1024,2014.8136,52.87,396.7651566,0.991619166,0.129195315,2014,10,-0.866025404,0.5,0.81,6.7736
1025,2014.8407,50.07,397.2483855,0.992347636,0.123475377,2014,11,-0.5,0.866025404,0.67,6.8007
1026,2014.8679,49.57,397.7333976,0.993045618,0.117730205,2014,11,-0.5,0.866025404,0.67,6.8279
1027,2014.895,45.37,398.0961446,0.993707955,0.112002232,2014,11,-0.5,0.866025404,0.67,6.855
1028,2014.9222,45.67,398.4173012,0.994339514,0.106249379,2014,12,-2.45E-16,1,0.79,6.8822
1029,2014.9493,52.77,398.7372771,0.99493563,0.100514137,2014,12,-2.45E-16,1,0.79,6.9093
1030,2014.9776,49.17,399.008,0.995522833,0.094521371,2014,12,-2.45E-16,1,0.79,6.9376
1031,2015.0036,44.17,399.2308571,0.996030498,0.089012624,2015,1,0.5,0.866025404,0.87,6.9636
1032,2015.0308,46.27,399.464,0.996528968,0.083246714,2015,1,0.5,0.866025404,0.87,6.9908
1033,2015.0579,45.07,399.6672771,0.996992412,0.07749923,2015,1,0.5,0.866025404,0.87,7.0179
1034,2015.085,46.17,399.8501205,0.997422707,0.071749169,2015,2,0.866025404,0.5,0.9,7.045
1035,2015.1122,45.87,400.0336386,0.997821244,0.065975491,2015,2,0.866025404,0.5,0.9,7.0722
1036,2015.1394,47.47,400.1980723,0.998186359,0.060199603,2015,2,0.866025404,0.5,0.9,7.0994
1037,2015.1664,46.07,400.3444578,0.998515724,0.054464191,2015,2,0.866025404,0.5,0.9,7.1264
1038,2015.1936,44.37,400.4919277,0.998814208,0.048684477,2015,3,1,6.12E-17,0.96,7.1536
1039,2015.2207,43.67,400.6289643,0.999078324,0.04292439,2015,3,1,6.12E-17,0.96,7.1807
1040,2015.2479,44.67,400.75525,0.999310012,0.037141613,2015,3,1,6.12E-17,0.96,7.2079
1041,2015.275,45.57,400.8810714,0.999507562,0.031378859,2015,4,0.866025404,-0.5,0.76,7.235
1042,2015.3023,44.67,400.9537952,0.99967297,0.025572521,2015,4,0.866025404,-0.5,0.76,7.2623
1043,2015.3293,43.87,400.9375301,0.999803383,0.01982914,2015,4,0.866025404,-0.5,0.76,7.2893
1044,2015.3565,42.47,400.9211446,0.999901398,0.014042553,2015,5,0.5,-0.866025404,0.79,7.3165
1045,2015.3837,40.67,400.8209036,0.999965923,0.008255497,2015,5,0.5,-0.866025404,0.79,7.3437
1046,2015.4108,42.97,400.5433735,0.999996901,0.002489441,2015,5,0.5,-0.866025404,0.79,7.3708
1047,2015.438,44.17,400.2648193,0.999994562,-0.003297975,2015,6,1.22E-16,-1,0.81,7.398
1048,2015.465,45.07,399.92,0.999959114,-0.009042727,2015,6,1.22E-16,-1,0.81,7.425
1049,2015.4923,46.57,399.374,0.999889718,-0.014851006,2015,6,1.22E-16,-1,0.81,7.4523
1050,2015.5194,45.97,398.832,0.999787463,-0.020616238,2015,7,-0.5,-0.866025404,0.73,7.4794
1051,2015.5465,47.17,398.3089759,0.999651967,-0.026380785,2015,7,-0.5,-0.866025404,0.73,7.5065
1052,2015.5736,48.37,397.881253,0.999483233,-0.032144455,2015,7,-0.5,-0.866025404,0.73,7.5336
1053,2015.6009,51.47,397.4503735,0.999279655,-0.03794958,2015,8,-0.866025404,-0.5,0.8,7.5609
1054,2015.628,51.47,397.079759,0.999044221,-0.043710911,2015,8,-0.866025404,-0.5,0.8,7.588
1055,2015.6551,56.67,397.1679157,0.998775571,-0.049470788,2015,8,-0.866025404,-0.5,0.8,7.6151
1056,2015.6823,58.37,397.2563976,0.998472538,-0.055250265,2015,9,-1,-1.84E-16,0.85,7.6423
1057,2015.7094,57.87,397.3643333,0.998137359,-0.061006654,2015,9,-1,-1.84E-16,0.85,7.6694
1058,2015.7366,60.57,397.8370952,0.997767574,-0.066782245,2015,9,-1,-1.84E-16,0.85,7.6966
1059,2015.7637,61.97,398.308119,0.997365913,-0.072534377,2015,10,-0.866025404,0.5,1.09,7.7237
1060,2015.7909,62.87,398.780881,0.996929425,-0.07830531,2015,10,-0.866025404,0.5,1.09,7.7509
1061,2015.8181,65.07,399.2905542,0.996459546,-0.08407362,2015,10,-0.866025404,0.5,1.09,7.7781
1062,2015.8452,61.37,399.7999036,0.995958202,-0.089817923,2015,11,-0.5,0.866025404,1.06,7.8052
1063,2015.8724,57.37,400.3111325,0.995421711,-0.095580419,2015,11,-0.5,0.866025404,1.06,7.8324
1064,2015.8995,59.47,400.7437349,0.994854036,-0.101318546,2015,11,-0.5,0.866025404,1.06,7.8595
1065,2015.9267,59.17,401.169759,0.994251005,-0.10707446,2015,12,-2.45E-16,1,1.17,7.8867
1066,2015.9538,57.07,401.5942169,0.993617072,-0.112805645,2015,12,-2.45E-16,1,1.17,7.9138
1067,2015.981,55.07,401.920119,0.992947582,-0.118554208,2015,12,-2.45E-16,1,1.17,7.941
1068,2016.008,50.17,402.2254762,0.992250122,-0.124256575,2016,1,0.5,0.866025404,1.18,7.968
1069,2016.0353,52.67,402.5342262,0.991511617,-0.130018131,2016,1,0.5,0.866025404,1.18,7.9953
1070,2016.0624,55.67,402.7673012,0.990745434,-0.135733139,2016,1,0.5,0.866025404,1.18,8.0224
1071,2016.0896,51.47,402.9770361,0.989943301,-0.141464699,2016,2,0.866025404,0.5,1.37,8.0496
1072,2016.1167,53.57,403.186,0.989111142,-0.147170474,2016,2,0.866025404,0.5,1.37,8.0767
1073,2016.1228,52.93,403.2330361,0.988919294,-0.148454132,2016,2,0.866025404,0.5,1.37,8.0828
1074,2016.1438,52.3,403.3836386,0.988246097,-0.152871356,2016,2,0.866025404,0.5,1.37,8.1038
1075,2016.171,52.3,403.576988,0.98734482,-0.158588163,2016,3,1,6.12E-17,1.35,8.131
1076,2016.1958,50.13,403.7532771,0.986494245,-0.163795922,2016,3,1,6.12E-17,1.35,8.1558
1077,2016.1981,49.57,403.7696265,0.986413969,-0.164278671,2016,3,1,6.12E-17,1.35,8.1581
1078,2016.2252,53.25,403.9464762,0.985450321,-0.169963716,2016,3,1,6.12E-17,1.35,8.1852
1079,2016.2513,50.27,404.1080476,0.984491258,-0.175433642,2016,4,0.866025404,-0.5,1.1,8.2113
1080,2016.2524,50.93,404.1148571,0.984450171,-0.175664057,2016,4,0.866025404,-0.5,1.1,8.2124
1081,2016.2795,49.27,404.282619,0.983420906,-0.18133759,2016,4,0.866025404,-0.5,1.1,8.2395
1082,2016.2796,50.13,404.2832381,0.983417047,-0.181358514,2016,4,0.866025404,-0.5,1.1,8.2396
1083,2016.3067,48.4,404.3670843,0.982354965,-0.187025995,2016,4,0.866025404,-0.5,1.1,8.2667
1084,2016.3338,47.87,404.3801446,0.981260221,-0.192687258,2016,5,0.5,-0.866025404,0.95,8.2938
1085,2016.3339,48.13,404.3801928,0.981256121,-0.192708136,2016,5,0.5,-0.866025404,0.95,8.2939
1086,2016.361,48,404.393253,0.980128631,-0.198362969,2016,5,0.5,-0.866025404,0.95,8.321
1087,2016.3881,47.05,404.2768916,0.978968553,-0.204011205,2016,5,0.5,-0.866025404,0.95,8.3481
1088,2016.4153,49.5,404.0212771,0.977771465,-0.209673464,2016,5,0.5,-0.866025404,0.95,8.3753
1089,2016.4425,49.25,403.7656627,0.976541628,-0.215328699,2016,6,1.22E-16,-1,0.8,8.4025
1090,2016.4696,51.55,403.4100952,0.975283784,-0.220955971,2016,6,1.22E-16,-1,0.8,8.4296
1091,2016.4967,49.57,402.9197143,0.973993513,-0.226575896,2016,6,1.22E-16,-1,0.8,8.4567
1092,2016.4968,50.63,402.9179048,0.973988692,-0.22659662,2016,6,1.22E-16,-1,0.8,8.4568
1093,2016.5238,49.47,402.4293333,0.972670858,-0.232188288,2016,7,-0.5,-0.866025404,0.85,8.4838
1094,2016.5239,50.63,402.4275238,0.972665918,-0.232208984,2016,7,-0.5,-0.866025404,0.85,8.4839
1095,2016.5511,50.8,401.9552771,0.971305744,-0.237834294,2016,7,-0.5,-0.866025404,0.85,8.5111
1096,2016.5782,49.45,401.5242892,0.969918217,-0.243431001,2016,7,-0.5,-0.866025404,0.85,8.5382
1097,2016.6053,50.25,401.0933012,0.968498442,-0.249019614,2016,8,-0.866025404,-0.5,1.02,8.5653
1098,2016.6325,50.7,400.7953614,0.967041048,-0.254620524,2016,8,-0.866025404,-0.5,1.02,8.5925
1099,2016.6596,55.85,400.8508675,0.965556801,-0.260192361,2016,8,-0.866025404,-0.5,1.02,8.6196
1100,2016.6868,58.6,400.9065783,0.964034795,-0.265776059,2016,9,-1,-1.84E-16,0.9,8.6468
1101,2016.7139,59.2,401.0518452,0.962486274,-0.271330376,2016,9,-1,-1.84E-16,0.9,8.6739
1102,2016.7411,58.35,401.521369,0.960899859,-0.276896118,2016,9,-1,-1.84E-16,0.9,8.7011
1103,2016.7682,58.73,401.9891667,0.95928727,-0.282432174,2016,10,-0.866025404,0.5,0.89,8.7282
1104,2016.7905,57.07,402.3741071,0.957936382,-0.286980639,2016,10,-0.866025404,0.5,0.89,8.7505
1105,2016.7954,61.93,402.4557108,0.957636659,-0.287979215,2016,10,-0.866025404,0.5,0.89,8.7554
1106,2016.8089,60.87,402.6769157,0.956805508,-0.290728773,2016,10,-0.866025404,0.5,0.89,8.7689
1107,2016.8226,62.43,402.9013976,0.955953973,-0.293516611,2016,10,-0.866025404,0.5,0.89,8.7826
1108,2016.8361,60.37,403.1226024,0.955106923,-0.296261312,2016,11,-0.5,0.866025404,0.92,8.7961
1109,2016.8497,64.13,403.3454458,0.954245631,-0.299023872,2016,11,-0.5,0.866025404,0.92,8.8097
1110,2016.8633,60.97,403.5682892,0.953376348,-0.301783929,2016,11,-0.5,0.866025404,0.92,8.8233
1111,2016.8768,64.93,403.7797349,0.952505561,-0.304521192,2016,11,-0.5,0.866025404,0.92,8.8368
1112,2016.8904,61.77,403.9288434,0.951620378,-0.30727619,2016,11,-0.5,0.866025404,0.92,8.8504
1113,2016.904,67.43,404.0779518,0.950727226,-0.310028615,2016,11,-0.5,0.866025404,0.92,8.864
1114,2016.9175,61.27,404.2259639,0.949832768,-0.312758234,2016,12,-2.45E-16,1,0.87,8.8775
1115,2016.9298,62.63,404.3608193,0.949010994,-0.315242974,2016,12,-2.45E-16,1,0.87,8.8898
1116,2016.9446,59.17,404.5230843,0.948013578,-0.31822988,2016,12,-2.45E-16,1,0.87,8.9046
1117,2016.9583,59.63,404.6723214,0.947081915,-0.320991973,2016,12,-2.45E-16,1,0.87,8.9183
1118,2016.9718,57.57,404.7767857,0.94615598,-0.323711077,2016,12,-2.45E-16,1,0.87,8.9318
